sbd,toan,ngu_van,ngoai_ngu,vat_li,hoa_hoc,sinh_hoc,lich_su,dia_li,gdcd,ma_ngoai_ngu
02071808,6.2,4.5,8.0,5.5,6.75,7.75,,,,N1
02071809,6.4,6.0,8.8,,,,7.25,7.0,7.5,N1
02071810,8.0,6.5,7.8,7.0,4.75,6.25,,,,N1
02071811,7.2,6.5,,,,,5.5,7.25,,
02071812,8.0,8.5,8.4,7.5,8.75,5.5,,,,N1
02071813,6.6,5.75,,7.25,6.0,5.5,,,,
02071814,7.4,8.0,9.0,,,,7.75,8.25,8.0,N1
02071815,6.8,4.75,6.4,3.5,4.25,4.0,,,,N1
02071816,7.4,6.0,6.4,5.0,6.5,4.75,,,,N1
02071817,5.0,6.75,6.4,,,,5.25,5.5,8.25,N1
02071818,8.0,6.25,9.4,8.25,7.5,6.25,,,,N1
02071819,8.2,5.5,7.4,9.0,8.75,6.75,,,,N1
02071820,7.0,7.0,8.6,,,,8.75,9.25,9.75,N1
02071821,6.6,4.75,5.0,4.75,5.75,5.0,,,,N1
02071822,7.6,5.0,6.4,5.25,5.25,5.5,,,,N1
02071823,6.2,6.75,,,,,7.5,7.75,,
02071824,7.2,7.0,,,,,8.25,9.0,,
02071825,6.0,6.0,8.0,7.0,4.25,6.25,,,,N1
02071826,6.6,7.0,6.4,,,,7.75,7.5,9.5,N1
02071827,8.6,6.75,8.2,8.0,6.5,4.0,,,,N1
02071828,5.2,5.5,,,,,6.0,8.5,,
02071829,5.6,6.0,4.2,3.5,3.0,4.25,,,,N1
02071830,6.8,8.5,7.0,7.75,7.75,6.25,,,,N1
02071831,6.6,4.25,,,,,8.25,8.75,,
02071832,6.8,6.75,,6.0,6.25,6.0,,,,
02071833,7.6,7.75,7.6,,,,8.0,8.25,8.0,N1
02071834,5.8,5.75,8.4,,,,8.25,7.5,8.5,N1
02071835,7.4,6.5,4.4,,,,5.5,8.25,,N1
02071836,7.4,6.25,5.2,4.75,3.75,5.5,,,,N1
02071837,7.8,8.75,6.4,6.5,7.5,7.0,,,,N1
02071838,7.6,6.5,6.2,,,,6.0,9.0,,N1
02071839,7.0,7.25,7.6,,,,7.25,6.5,9.0,N1
02071840,7.4,6.25,,,,,7.25,8.75,,
02071841,7.4,6.5,7.4,4.75,6.75,6.75,,,,N1
02071842,8.0,7.75,8.6,,,,8.0,7.25,8.25,N1
02071843,7.6,7.25,7.6,7.5,8.25,5.25,,,,N1
02071844,5.8,5.25,4.2,2.75,2.75,6.25,,,,N1
02071845,3.2,7.75,,,,,6.0,6.5,,
02071846,8.4,7.25,9.2,7.25,6.75,6.25,,,,N1
02071847,5.4,6.75,7.4,4.75,5.0,6.75,,,,N1
02071848,5.2,6.25,2.2,3.75,5.0,5.0,,,,N1
02071849,6.0,4.5,,,,,5.75,7.5,,
02071850,5.6,5.5,5.6,4.25,4.0,5.0,,,,N1
02071851,6.2,7.75,,,,,7.0,7.25,,
02071852,7.4,7.25,5.2,,,,5.5,7.5,9.0,N1
02071853,4.6,6.25,,,,,6.75,8.0,,
02071854,6.8,6.25,7.8,4.0,4.5,6.0,,,,N1
02071855,7.4,7.5,6.8,4.5,5.75,3.5,,,,N1
02071856,7.6,6.5,5.8,8.0,8.25,6.0,,,,N1
02071857,8.4,6.0,6.4,8.0,2.75,4.5,,,,N1
02071858,6.8,7.75,,,,,8.75,8.75,,
02071859,7.6,7.25,9.0,7.0,5.5,4.75,,,,N1
02071860,8.2,7.5,8.4,8.5,7.0,7.0,,,,N1
02071861,5.2,6.0,6.6,,,,5.75,6.25,8.75,N1
02071862,7.4,7.25,8.6,7.25,5.75,5.75,,,,N1
02071863,6.0,8.0,4.8,5.25,5.0,5.5,,,,N1
02071864,6.8,7.25,8.4,5.25,6.25,6.75,,,,N1
02071865,6.2,5.5,3.6,3.75,4.75,4.25,,,,N1
02071866,7.0,7.5,7.6,,,,6.75,8.25,8.75,N1
02071867,3.8,6.0,7.8,,,,4.75,6.0,7.75,N1
02071868,5.4,8.25,,,,,7.0,8.5,,
02071869,6.8,7.5,7.2,4.25,3.75,5.25,,,,N1
02071870,7.6,8.25,5.4,,,,7.25,8.0,9.25,N1
02071871,7.6,5.75,,,,,7.5,8.75,,
02071872,6.6,7.25,8.0,,,,6.0,8.5,8.75,N1
02071873,5.6,5.0,,,,,4.25,6.75,,
02071874,6.0,6.5,5.8,5.5,6.5,6.0,,,,N1
02071875,7.6,7.5,7.4,4.75,7.25,7.0,,,,N1
02071876,5.8,6.0,5.0,,,,4.25,8.0,7.75,N1
02071877,6.2,7.25,,,,,6.75,9.25,,
02071878,8.6,7.0,5.0,8.0,7.5,5.0,,,,N1
02071879,7.8,7.5,5.8,5.75,6.5,7.0,,,,N1
02071880,5.6,5.75,6.2,2.75,3.25,4.5,,,,N1
02071881,7.0,7.75,,,,,8.0,9.0,,
02071882,6.4,6.0,,,,,8.25,8.5,,
02071883,2.4,2.75,,,,,5.75,4.0,,
02071884,7.4,7.0,8.8,8.0,8.25,8.25,,,,N1
02071885,4.6,5.5,3.4,,,,5.0,6.5,7.0,N1
02071886,6.8,7.25,7.0,,,,6.0,7.5,9.5,N1
02071887,7.4,8.5,4.8,,,,6.5,7.75,9.0,N1
02071888,7.0,6.5,,,,,4.75,8.25,,
02071889,7.8,6.25,7.8,4.5,6.5,4.5,,,,N1
02071890,5.2,5.5,,,,,5.25,7.5,,
02071891,5.2,7.0,,,,,5.75,8.25,,
02071892,7.2,7.75,7.4,6.75,6.5,7.0,,,,N1
02071893,7.2,6.25,5.4,,,,6.0,6.0,8.75,N1
02071894,5.2,6.5,,,,,5.5,7.5,,
02071895,8.0,8.75,8.4,,,,8.75,9.0,9.75,N1
02071896,8.4,8.5,6.8,8.0,9.0,7.5,,,,N1
02071897,8.2,8.75,8.8,,,,7.75,8.5,8.25,N1
02071898,6.8,5.75,,,,,5.0,7.0,,
02071899,7.2,7.75,,,,,7.0,8.0,,
02071900,5.0,7.75,3.8,3.0,3.0,4.25,,,,N1
02071901,7.2,8.25,7.4,,,,7.75,8.25,9.0,N1
02071902,6.8,7.0,4.6,6.0,4.75,3.75,,,,N1
02071903,5.0,6.25,3.6,,,,6.25,6.5,6.5,N1
02071904,7.8,8.0,8.2,,,,7.0,7.25,8.0,N1
02071905,7.8,8.25,6.6,6.5,7.0,5.25,,,,N1
02071906,7.4,8.5,7.8,7.5,4.75,5.25,,,,N1
02071907,5.6,6.75,8.0,,,,6.0,6.75,7.5,N1
02071908,6.2,6.25,,,,,4.75,7.5,,
02071909,4.6,6.75,6.4,,,,7.0,7.5,8.0,N1
02071910,4.6,7.25,,,,,6.5,7.25,,
02071911,4.4,7.25,,,,,3.75,7.25,,
02071912,7.6,7.75,7.0,6.5,5.0,4.75,,,,N1
02071913,7.8,7.75,5.8,5.5,6.5,6.25,,,,N1
02071914,7.6,7.25,7.2,7.75,5.25,5.5,,,,N1
02071915,6.2,6.5,,,,,6.75,6.5,,
02071916,6.6,5.75,,,,,6.75,7.75,,
02071917,7.2,7.0,6.6,6.25,7.5,6.0,,,,N1
02071918,5.8,7.0,,,,,6.0,8.5,,
02071919,5.6,5.25,,,,,5.5,7.75,,
02071920,6.2,7.25,,,,,4.25,8.25,,
02071921,7.2,7.5,,,,,6.0,7.5,,
02071922,7.6,8.0,8.0,7.5,6.0,5.5,,,,N1
02071923,8.4,7.0,7.0,3.25,7.25,7.75,,,,N1
02071924,3.4,3.75,,,,,2.5,4.5,,
02071925,5.6,6.25,,,,,5.5,7.0,,
02071926,6.6,6.0,,,,,5.5,6.75,,
02071927,8.4,7.5,8.8,9.0,6.0,5.5,,,,N1
02071928,7.8,6.5,4.6,4.25,7.25,6.5,,,,N1
02071929,6.6,7.25,,,,,6.0,8.25,,
02071930,8.0,8.75,,7.5,7.75,5.0,,,,
02071931,7.2,6.5,7.6,6.5,5.0,4.75,,,,N1
02071932,5.8,6.25,,,,,7.75,6.25,,
02071933,7.2,7.25,6.4,,,,7.0,8.0,8.0,N1
02071934,5.8,6.75,,,,,5.25,8.75,,
02071935,3.6,5.25,,,,,4.75,6.5,,
02071936,7.2,7.25,5.4,7.5,5.5,5.0,,,,N1
02071937,7.8,6.75,,2.75,8.25,7.75,,,,
02071938,7.2,6.25,8.4,4.25,8.25,6.25,,,,N1
02071939,7.6,6.0,7.0,6.0,3.5,3.75,,,,N1
02071940,7.8,7.75,8.2,7.25,7.5,8.25,,,,N1
02071941,7.4,6.5,6.8,6.5,6.75,5.0,,,,N1
02071942,7.6,6.25,6.6,8.0,4.5,5.0,,,,N1
02071943,5.6,5.5,,,,,4.75,6.5,,
02071944,6.0,5.25,7.8,,,,9.0,7.5,9.5,N1
02071945,8.0,6.75,6.2,7.75,6.75,5.75,,,,N1
02071946,6.6,7.0,,,,,7.25,8.75,,
02071947,7.0,5.75,4.8,7.25,7.0,5.75,,,,N1
02071948,7.2,8.0,9.2,7.0,6.75,6.75,,,,N1
02071949,6.0,6.5,,,,,5.0,7.75,,
02071950,8.8,6.75,9.0,6.0,7.25,6.75,,,,N1
02071951,4.8,6.0,6.0,5.0,4.25,5.75,,,,N1
02071952,8.0,7.75,6.0,4.75,8.5,8.25,,,,N1
02071953,7.8,8.25,7.6,7.25,5.25,5.25,,,,N1
02071954,5.4,7.0,,,,,7.5,7.5,,
02071955,7.8,6.0,8.8,7.5,4.5,5.25,,,,N1
02071956,7.0,7.0,7.0,,,,8.0,8.25,8.0,N1
02071957,7.0,7.75,,,,,6.0,8.25,,
02071958,3.2,8.25,,,,,8.75,8.75,,
02071959,7.2,6.0,,,,,6.25,7.25,,
02071960,5.0,7.5,6.8,,,,7.5,7.25,9.0,N1
02071961,6.8,6.5,5.0,,,,6.0,7.5,7.0,N1
02071962,7.6,7.75,,,,,7.5,8.0,,
02071963,7.6,6.25,7.4,,,,4.75,5.75,7.75,N1
02071964,7.2,7.0,,,,,8.5,8.5,,
02071965,6.6,6.0,5.2,4.75,5.75,5.25,,,,N1
02071966,5.2,5.75,3.0,4.25,2.75,3.5,,,,N1
02071967,8.2,6.5,8.6,8.0,5.0,6.5,,,,N1
02071968,8.8,7.0,5.6,7.25,8.25,6.0,,,,N1
02071969,6.6,7.0,5.8,5.75,6.25,6.5,,,,N1
02071970,6.8,6.5,,,,,7.75,9.5,,
02071971,4.8,6.5,6.2,,,,5.75,7.25,8.25,N1
02071972,5.0,8.0,,,,,5.75,8.25,,
02071973,7.8,5.25,6.0,8.75,6.25,5.75,,,,N1
02071974,7.6,7.0,6.8,4.75,4.75,5.75,,,,N1
02071975,6.2,6.5,8.4,3.25,3.25,4.75,,,,N1
02071976,5.8,7.0,7.0,6.0,6.25,5.25,,,,N1
02071977,6.2,5.25,,,,,6.25,7.75,,
02071978,5.2,8.25,9.4,,,,6.25,5.5,6.75,N1
02071979,6.2,6.0,,,,,6.25,8.5,,
02071980,7.2,6.0,6.2,,,,6.25,7.0,9.25,N1
02071981,4.6,5.25,,,,,4.0,6.25,,
02071982,7.4,7.25,8.8,5.75,6.0,6.25,,,,N1
02071983,7.6,5.0,,,,,6.0,7.75,,
02071984,6.2,6.0,,,,,8.0,8.75,,
02071985,7.6,5.5,6.4,5.75,7.0,5.5,,,,N1
02071986,7.6,6.5,5.4,,,,8.0,8.0,8.25,N1
02071987,6.8,5.75,6.4,4.0,6.5,5.25,,,,N1
02071988,7.4,6.75,,,,,6.25,7.0,,
02071989,6.6,6.0,,,,,4.25,6.0,,
02071990,6.4,5.75,6.8,,,,4.75,5.75,8.0,N1
02071991,7.2,6.0,,,,,8.0,8.0,,
02071992,8.0,7.75,6.8,7.5,6.5,6.75,,,,N1
02071993,5.8,7.25,,,,,7.0,7.25,,
02071994,7.2,8.75,8.8,,,,8.25,9.25,9.25,N1
02071995,6.2,6.5,8.2,6.0,3.75,4.75,,,,N1
02071996,7.0,6.0,,,,,6.25,7.5,,
02071997,5.4,8.0,,,,,7.25,7.5,,
02071998,6.2,7.0,6.6,,,,4.75,6.75,7.75,N1
02071999,4.2,3.75,,,,,5.75,6.5,,
02072000,7.8,6.5,6.2,5.25,5.25,5.5,,,,N1
02072001,5.0,6.25,5.6,5.0,4.5,5.0,,,,N1
02072002,7.2,6.0,3.6,,,,7.0,6.25,8.5,N1
02072003,6.2,6.25,,,,,7.25,8.5,,
02072004,4.8,6.75,,,,,6.25,7.25,,
02072005,7.6,7.5,9.2,4.25,6.0,6.75,,,,N7
02072006,6.4,6.5,7.4,,,,5.75,7.0,8.25,N1
02072007,7.0,7.5,,,,,6.75,8.25,,
02072008,7.6,7.0,6.2,6.75,6.5,4.5,,,,N1
02072009,7.8,6.75,5.6,,,,5.75,6.75,9.0,N1
02072010,8.2,7.5,8.8,7.0,7.25,5.0,,,,N1
02072011,2.0,4.5,,,,,6.25,5.75,,
02072012,6.8,4.75,,,,,5.75,6.5,,
02072013,8.0,6.0,7.8,8.25,7.0,6.25,,,,N1
02072014,8.0,5.25,5.0,7.25,7.5,5.0,,,,N1
02072015,7.6,6.75,8.4,8.25,7.0,6.75,,,,N1
02072016,8.0,6.5,7.0,8.0,4.5,5.0,,,,N1
02072017,6.4,4.75,5.6,6.25,7.0,7.0,,,,N1
02072018,8.6,6.5,8.4,7.5,5.5,6.25,,,,N1
02072019,7.6,6.0,7.0,,,,7.0,6.75,8.5,N1
02072020,8.6,5.5,5.2,7.75,7.5,5.5,,,,N1
02072021,8.0,8.5,9.6,7.75,5.75,6.0,,,,N1
02072022,5.4,5.0,4.4,2.75,4.25,4.0,,,,N1
02072023,8.2,6.25,4.6,4.5,7.25,8.5,,,,N1
02072024,6.2,6.0,,,,,7.5,6.75,,
02072025,9.2,6.25,8.6,7.25,5.75,5.5,,,,N1
02072026,7.6,5.0,8.0,7.75,6.75,7.0,,,,N1
02072027,8.2,6.0,6.8,7.75,8.5,7.5,,,,N1
02072028,3.6,7.75,7.8,,,,10.0,9.5,7.75,N1
02072029,7.0,5.75,,,,,6.5,9.0,,
02072030,6.6,5.25,4.6,,,,6.75,7.5,8.25,N1
02072031,7.8,7.25,7.8,,,,8.0,6.0,7.25,N1
02072032,5.8,6.25,6.4,,,,4.5,7.0,8.25,N1
02072033,7.0,7.5,8.4,,,,7.25,7.25,9.0,N1
02072034,5.6,5.75,6.8,,,,4.75,6.25,7.0,N1
02072035,3.6,5.75,,,,,5.5,6.25,,
02072036,7.2,6.5,5.4,,,,7.75,7.25,9.0,N1
02072037,6.2,5.75,5.6,,,,5.25,6.75,9.25,N1
02072038,6.6,7.0,8.6,,,,7.25,7.25,8.75,N1
02072039,6.0,6.75,6.2,,,,8.5,9.0,8.25,N1
02072040,5.6,7.25,6.2,,,,5.0,7.25,9.0,N1
02072041,6.6,7.0,,,,,7.5,8.5,,
02072042,7.6,7.0,7.2,,,,6.0,6.5,8.75,N1
02072043,6.4,4.75,,,,,8.75,7.5,,
02072044,4.8,6.0,,,,,6.5,7.0,,
02072045,7.4,6.25,,,,,6.25,7.5,,
02072046,6.0,6.75,,,,,6.25,8.0,,
02072047,6.0,6.0,,,,,5.0,6.0,,
02072048,6.2,6.25,7.8,,,,8.0,8.75,8.0,N1
02072049,2.4,7.75,3.2,,,,9.5,9.25,6.0,N1
02072050,5.2,6.75,,,,,4.0,6.0,,
02072051,5.8,4.25,,,,,5.25,6.0,,
02072052,5.0,7.0,7.2,,,,6.25,8.5,8.75,N1
02072053,7.2,7.75,8.0,,,,7.0,8.5,8.5,N1
02072054,6.4,6.75,,,,,7.0,7.0,,
02072055,7.2,7.0,,,,,7.75,8.0,,
02072056,6.0,6.5,,,,,6.5,7.5,,
02072057,3.8,3.5,,,,,4.0,5.75,,
02072058,4.0,5.25,5.0,,,,5.5,5.5,6.5,N1
02072059,7.4,7.5,,,,,7.75,6.75,,
02072060,5.8,7.75,7.0,,,,8.75,8.0,9.25,N1
02072061,6.0,5.75,,,,,5.0,6.5,,
02072062,6.8,7.5,,,,,6.75,7.75,,
02072063,4.0,5.5,,,,,5.25,6.5,,
02072064,7.2,5.5,,,,,5.25,9.25,,
02072065,6.0,7.0,,,,,6.75,5.75,,
02072066,8.0,7.0,,,,,6.25,9.25,,
02072067,3.8,4.0,,,,,5.25,5.0,,
02072068,7.2,6.0,,,,,7.25,8.75,,
02072069,7.2,7.75,,,,,8.25,9.0,,
02072070,5.4,6.0,,,,,5.75,7.75,,
02072071,8.4,7.25,,,,,7.0,9.0,,
02072072,5.6,5.25,,,,,5.5,6.5,,
02072073,4.2,5.5,,,,,5.25,7.25,,
02072074,5.4,5.0,,,,,4.75,6.5,,
02072075,4.2,5.5,,,,,5.75,5.5,,
02072076,4.6,6.25,,,,,5.75,7.75,,
02072077,7.4,6.25,3.8,,,,7.25,7.5,,N1
02072078,6.6,6.0,6.0,,,,7.25,7.5,,N1
02072079,3.6,5.75,,,,,3.5,5.75,,
02072080,7.0,8.0,5.4,,,,6.5,8.0,,N1
02072081,7.0,7.25,,,,,8.25,9.25,,
02072082,5.4,4.5,,,,,5.5,7.25,,
02072083,6.2,7.25,,,,,7.75,8.5,,
02072084,5.6,6.0,,,,,6.0,6.25,,
02072085,7.2,6.25,,,,,7.75,9.0,,
02072086,7.2,6.5,,,,,6.25,7.0,,
02072087,5.8,5.75,,,,,7.0,7.75,,
02072088,7.6,6.75,5.4,,,,8.0,9.0,,N1
02072089,6.4,5.0,,,,,6.25,6.0,,
02072090,5.6,5.0,,,,,5.25,7.0,,
02072091,7.0,6.0,,,,,6.5,6.5,,
02072092,5.2,6.0,,,,,6.5,7.0,,
02072093,7.4,5.75,,,,,9.0,8.5,,
02072094,6.6,5.25,7.4,,,,7.75,9.25,,N1
02072095,5.8,3.5,,,,,4.25,7.25,,
02072096,7.2,6.25,,,,,6.0,9.0,,
02072097,7.4,7.75,,,,,7.5,9.0,,
02072098,6.2,5.25,,,,,4.0,8.0,,
02072099,5.2,8.0,,,,,6.0,7.5,,
02072100,4.2,7.0,,,,,6.0,6.5,,
02072101,6.2,7.75,,,,,6.0,8.0,,
02072102,7.0,7.5,6.6,,,,7.5,8.25,,N7
02072103,6.4,6.5,5.0,,,,6.25,7.0,,N1
02072104,7.4,7.5,3.4,,,,5.75,8.5,,N1
02072105,5.6,6.5,,3.25,4.75,6.5,,,,
02072106,8.6,7.25,,7.5,7.5,6.25,,,,
02072107,7.8,6.5,,2.75,4.25,3.75,,,,
02072108,7.4,6.25,,7.5,7.5,7.75,,,,
02072109,6.2,6.25,,3.75,5.25,4.75,,,,
02072110,7.8,7.75,,7.5,6.75,6.25,,,,
02072111,6.8,7.75,,7.25,7.0,6.5,,,,
02072112,7.0,7.5,,6.0,6.0,6.75,,,,
02072113,5.8,5.75,,5.25,5.75,5.75,,,,
02072114,7.0,5.75,,6.5,7.5,7.5,,,,
02072115,7.8,6.25,,6.5,6.0,7.5,,,,
02072116,7.6,7.25,,5.75,6.75,4.75,,,,
02072117,7.2,6.75,,7.25,7.75,7.0,,,,
02072118,4.2,3.5,,4.75,3.5,4.5,,,,
02072119,7.0,5.5,,5.5,6.5,8.0,,,,
02072120,7.6,5.5,,7.0,7.0,5.25,,,,
02072121,8.2,7.5,,8.0,6.25,6.75,,,,
02072122,6.4,6.25,,3.5,5.25,5.5,,,,
02072123,9.2,6.25,,6.25,8.25,5.25,,,,
02072124,6.6,5.5,,5.0,6.0,5.0,,,,
02072125,7.8,7.0,,5.0,4.25,5.0,,,,
02072126,6.2,7.25,,4.25,3.75,5.75,,,,
02072127,6.8,7.5,,6.75,5.25,5.75,,,,
02072128,4.6,6.75,,4.75,5.75,4.25,,,,
02072129,6.8,6.25,,6.75,6.0,5.75,,,,
02072130,7.6,7.0,,7.5,8.5,8.0,,,,
02072131,6.0,6.75,,5.25,5.0,4.5,,,,
02072132,6.8,7.25,,4.5,6.0,5.75,,,,
02072133,5.4,5.75,,3.25,4.0,3.0,,,,
02072134,8.0,6.0,,6.5,7.25,5.75,,,,
02072135,7.6,7.5,,5.75,6.25,4.75,,,,
02072136,6.6,4.5,,4.25,4.75,4.0,,,,
02072137,7.8,6.0,8.8,7.0,4.25,5.5,,,,N1
02072138,6.4,7.25,,5.25,6.0,5.5,,,,
02072139,7.0,6.25,,6.5,8.25,4.25,,,,
02072140,5.8,5.25,,5.0,5.0,5.25,,,,
02072141,8.2,7.25,8.6,8.0,6.25,6.75,,,,N1
02072142,6.0,6.5,,4.25,4.25,4.0,,,,
02072143,8.0,7.25,7.8,7.0,7.0,6.0,,,,N1
02072144,6.6,6.0,9.4,6.0,6.25,7.25,,,,N1
02072145,5.0,6.0,,3.5,4.25,3.5,,,,
02072146,7.6,7.5,,7.0,5.25,7.25,,,,
02072147,6.2,6.5,5.6,5.75,5.75,5.0,,,,N1
02072148,8.6,6.0,7.8,7.25,6.5,6.25,,,,N1
02072149,6.2,6.5,,6.0,5.25,5.75,,,,
02072150,6.8,4.5,,4.75,4.25,5.5,,,,
02072151,8.4,6.25,8.2,8.25,5.5,5.5,,,,N1
02072152,7.6,6.75,7.6,3.5,5.0,3.5,,,,N1
02072153,6.4,7.75,,4.0,5.0,7.0,,,,
02072154,7.8,5.75,8.2,5.75,7.25,5.75,,,,N1
02072155,7.6,7.0,4.6,7.25,8.5,6.25,,,,N1
02072156,5.4,5.25,4.0,4.75,3.5,4.25,,,,N1
02072157,7.2,6.25,8.2,5.5,6.5,5.0,,,,N1
02072158,7.2,7.25,8.4,6.25,6.0,6.5,,,,N1
02072159,7.4,6.5,5.2,6.75,7.0,5.25,,,,N1
02072160,6.0,7.75,,5.0,7.0,6.5,,,,
02072161,8.2,7.5,7.6,7.25,7.75,5.25,,,,N1
02072162,6.4,6.5,6.0,5.75,4.25,5.0,,,,N1
02072163,6.2,5.5,5.2,6.5,5.0,5.5,,,,N1
02072164,7.2,6.75,,6.0,6.0,5.0,,,,
02072165,7.2,5.0,8.8,6.25,5.0,5.5,,,,N1
02072166,7.8,7.5,8.2,5.75,6.5,7.0,,,,N1
02072167,8.6,7.25,8.8,8.0,6.25,4.0,,,,N1
02072168,8.2,5.5,,6.25,6.0,3.25,,,,
02072169,7.8,6.0,8.2,9.0,3.75,6.0,,,,N1
02072170,4.6,3.25,,4.25,3.5,4.5,,,,
02072171,7.8,7.25,7.2,7.5,6.5,5.5,,,,N1
02072172,5.0,6.75,8.0,2.75,5.0,4.5,,,,N1
02072173,7.6,6.0,4.2,4.5,4.75,4.25,,,,N1
02072174,8.4,7.5,5.0,8.0,8.75,5.25,,,,N1
02072175,6.2,6.5,3.6,2.5,4.5,4.5,,,,N1
02072176,5.0,7.0,4.0,7.5,4.75,4.25,,,,N1
02072177,7.4,4.0,,7.25,6.25,7.0,,,,
02072178,4.4,7.25,5.0,4.5,4.0,3.25,,,,N1
02072179,8.2,5.75,2.4,6.75,8.0,5.25,,,,N1
02072180,5.6,4.0,9.6,3.75,2.75,6.0,,,,N1
02072181,7.4,7.25,,6.25,4.75,4.5,,,,
02072182,7.6,7.25,6.0,5.5,5.0,4.0,,,,N1
02072183,7.0,7.0,5.0,3.25,5.0,5.25,,,,N1
02072184,5.4,3.75,7.2,3.25,4.25,4.5,,,,N1
02072185,7.6,7.0,7.6,7.25,7.0,6.5,,,,N1
02072186,6.8,6.0,5.0,3.75,5.25,5.75,,,,N1
02072187,8.2,6.25,6.6,7.0,8.25,7.0,,,,N1
02072188,7.6,7.5,,6.5,6.25,6.0,,,,
02072189,7.4,7.0,7.6,7.25,5.0,5.5,,,,N1
02072190,8.0,8.75,,6.75,8.0,7.0,,,,
02072191,6.2,7.0,8.4,5.0,4.0,6.0,,,,N1
02072192,5.0,5.5,4.6,,,,7.0,7.5,8.5,N1
02072193,8.4,6.75,5.0,8.25,6.75,7.25,,,,N1
02072194,6.8,5.5,6.0,,,,6.0,8.0,9.0,N1
02072195,6.8,8.0,5.0,,,,5.75,8.25,9.25,N1
02072196,6.6,4.5,4.0,5.0,4.5,5.0,,,,N1
02072197,7.0,7.5,,5.75,6.5,5.25,,,,
02072198,5.2,7.25,6.0,3.25,4.0,4.5,,,,N1
02072199,6.2,3.75,5.8,,,,4.5,5.5,8.25,N1
02072200,7.8,8.25,,6.0,6.5,6.75,,,,
02072201,7.2,6.5,6.4,,,,8.0,7.0,8.25,N1
02072202,5.6,5.5,6.2,5.5,6.75,5.5,,,,N1
02072203,6.4,7.5,6.8,,,,8.5,7.75,8.0,N1
02072204,8.2,6.75,8.4,7.25,6.0,4.75,,,,N1
02072205,7.2,4.5,7.8,8.0,4.75,5.5,,,,N1
02072206,7.4,7.75,8.6,8.25,8.0,6.5,,,,N1
02072207,7.8,7.5,7.6,7.5,3.75,4.0,,,,N1
02072208,7.8,5.5,4.8,,,,8.0,7.75,9.5,N1
02072209,7.8,4.25,7.4,5.5,7.0,4.0,,,,N1
02072210,7.8,7.75,6.4,6.25,5.75,5.25,,,,N1
02072211,8.2,6.5,8.0,4.25,5.25,4.5,,,,N1
02072212,7.2,7.25,8.2,,,,8.0,8.0,9.75,N1
02072213,7.4,7.25,8.2,7.75,7.0,5.75,,,,N1
02072214,6.8,6.5,7.2,3.75,4.25,5.0,,,,N1
02072215,6.4,7.75,5.6,,,,5.0,6.5,7.0,N1
02072216,2.4,3.5,2.6,,,,5.75,5.25,7.75,N1
02072217,8.2,5.75,8.8,9.25,4.0,5.5,,,,N1
02072218,8.8,4.25,5.4,4.75,7.0,8.0,,,,N1
02072219,7.4,6.5,6.2,4.75,3.5,4.25,,,,N1
02072220,6.4,5.5,,7.0,5.75,6.5,,,,
02072221,8.2,6.25,5.8,6.5,6.75,6.75,,,,N1
02072222,6.2,6.5,4.2,6.5,6.0,4.75,,,,N1
02072223,7.8,8.25,5.8,,,,8.75,8.75,9.5,N1
02072224,7.4,7.5,5.2,,,,7.25,8.25,9.5,N1
02072225,7.8,6.25,,8.25,7.25,6.0,,,,
02072226,5.0,3.75,4.8,,,,4.75,6.0,8.5,N1
02072227,7.4,7.0,6.6,,,,7.0,7.0,9.5,N1
02072228,9.0,8.25,7.6,,,,8.25,8.0,7.5,N1
02072229,8.0,7.75,7.0,7.0,6.75,7.5,,,,N1
02072230,7.6,7.0,6.0,6.0,5.5,6.0,,,,N1
02072231,6.6,6.5,,5.25,3.5,5.0,,,,
02072232,7.4,7.5,7.8,5.75,6.0,6.5,,,,N1
02072233,5.6,6.5,4.8,5.5,5.0,5.75,,,,N1
02072234,7.2,7.0,6.2,5.75,6.25,6.0,,,,N1
02072235,9.0,8.0,8.6,8.75,6.5,5.75,,,,N1
02072236,6.8,8.0,,6.25,8.0,7.25,,,,
02072237,7.6,6.25,,5.5,6.5,6.0,,,,
02072238,6.4,7.25,,5.5,4.5,6.5,,,,
02072239,8.0,6.0,5.8,,,,6.75,7.5,7.75,N1
02072240,6.8,5.25,5.6,5.0,5.25,5.5,,,,N1
02072241,6.6,5.75,,6.25,5.75,3.0,,,,
02072242,6.8,8.5,8.8,5.75,7.0,7.0,,,,N1
02072243,7.8,6.5,,5.5,7.25,6.25,,,,
02072244,2.4,8.0,6.2,,,,9.5,9.75,6.0,N1
02072245,7.2,6.75,4.6,4.0,5.25,5.75,,,,N1
02072246,6.8,4.75,5.0,3.25,4.25,4.0,,,,N1
02072247,7.2,5.5,6.2,4.75,6.5,5.5,,,,N1
02072248,8.2,6.75,9.2,8.0,7.5,6.75,,,,N1
02072249,6.8,5.5,,7.75,7.25,5.75,,,,
02072250,8.2,7.25,9.0,,,,7.25,8.0,9.25,N1
02072251,7.4,6.0,5.0,6.75,6.0,6.5,,,,N1
02072252,6.6,6.75,8.0,7.0,5.0,5.5,,,,N1
02072253,7.2,6.5,6.4,7.5,7.5,6.75,,,,N1
02072254,8.6,6.75,7.2,7.25,8.25,5.75,,,,N1
02072255,6.8,6.75,7.0,,,,2.0,7.5,7.5,N1
